area_type,availability,location,bhk,society,sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Parappana Agrahara,2,,1194,2,2,45
Super built-up  Area,Ready To Move,Akshaya Vana,3,Rainet ,1300,2,1,49
Built-up  Area,Ready To Move,Sarjapur  Road,4,Saacesa,2600,4,,98
Super built-up  Area,Ready To Move,Varthur,2,DSingSt,1111,2,2,41.88
Super built-up  Area,Ready To Move,Thanisandra,2,MenueNo,1220,2,2,46
Super built-up  Area,Ready To Move,Pattandur Agrahara,2,Shvarji,875,2,1,33
Super built-up  Area,Ready To Move,Haralur Road,2,RInceeg,1140,2,2,43
Super built-up  Area,Ready To Move,Haralur Road,2,RInceeg,1140,2,2,43
Super built-up  Area,Ready To Move,Haralur Road,2,RInceeg,1140,2,2,43
Super built-up  Area,18-Apr,Gunjur,2,BMineis,1140,2,3,43
Super built-up  Area,Ready To Move,Mico Layout,2,Inasy E,1140,2,2,43
Super built-up  Area,Ready To Move,Haralur Road,2,RInceeg,1140,2,2,43
Super built-up  Area,Ready To Move,Dommasandra,2,,1153,2,2,43.5
Super built-up  Area,Ready To Move,Malleshpalya,2,,1060,2,1,40
Super built-up  Area,Ready To Move,Yelahanka,2,,1060,2,1,40
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2,,1272,2,2,48
Super built-up  Area,Ready To Move,Kaggadasapura,2,JaaldEm,1325,2,2,50
Built-up  Area,Ready To Move,"Lakshminarayanapura, Electronic City Phase 2",4,,2000,4,1,75.5
Built-up  Area,Ready To Move,Nagavarapalya,2,,980,2,0,37
Super built-up  Area,Ready To Move,Thanisandra,3,MenueNo,1430,2,2,54
Built-up  Area,Ready To Move,Marathahalli,3,Bintsee,2489,3,,94
Built-up  Area,Ready To Move,Bannerghatta Road,3,,1350,2,,51
Plot  Area,Ready To Move,Anekal,3,,1800,3,2,68
Built-up  Area,Ready To Move,JP Nagar,6,,1800,6,0,68
Plot  Area,Ready To Move,MS Pallya,5,,1800,4,1,68
Super built-up  Area,Ready To Move,Whitefield,3,Suent V,1985,3,2,75
Super built-up  Area,Ready To Move,BTM 4th Stage,3,,1455,2,2,55
Super built-up  Area,Ready To Move,Stage-4 Bommanahalli,3,Pantsce,1455,2,2,55
Super built-up  Area,Ready To Move,Electronic City,3,Elodsre,1521,2,2,57.5
Super built-up  Area,Ready To Move,Kalkere,2,Sothin ,925,2,2,35
Super built-up  Area,Ready To Move,Whitefield,2,,925,2,1,35
Super built-up  Area,Ready To Move,Thanisandra,3,MenueNo,1430,2,2,54.11
Built-up  Area,Ready To Move,Kasavanhalli,2,,1189,2,1,45
Built-up  Area,Ready To Move,Stage-4 Bommanahalli,3,Pantsce,1400,3,2,53
Built-up  Area,Ready To Move,Sarjapur  Road,2,Amionce,1043,2,1,39.5
Super built-up  Area,Ready To Move,Kengeri,2,,1320,2,1,50
Super built-up  Area,Ready To Move,Kudlu Gate,3,ACiteda,1320,2,2,50
Built-up  Area,Ready To Move,Bannerghatta,2,Srentea,1320,2,0,50
Super built-up  Area,18-Jun,Ramagondanahalli,2,ViistLa,1151,2,2,43.6
Super built-up  Area,Ready To Move,Battarahalli,2,Sancy L,1135,2,3,43
Super built-up  Area,18-Jun,Ramagondanahalli,2,ViistLa,1251,2,1,47.4
Super built-up  Area,Ready To Move,Thanisandra,2,SaSkyBl,1148,2,1,43.5
Super built-up  Area,18-Jun,Ramagondanahalli,2,ViistLa,1235,2,1,46.8
Built-up  Area,Ready To Move,Chikkalasandra,3,Siourpl,1425,1,0,54
Super built-up  Area,Ready To Move,Doddakannelli,2,BMtusLo,1187,2,2,45
Super built-up  Area,18-Jul,Ramagondanahalli,3,ViistLa,1635,3,1,62
Built-up  Area,Ready To Move,Varthur,2,HioraTr,1160,2,2,44
Super built-up  Area,Ready To Move,Begur Road,2,Dhalsh ,1160,2,2,44
Super built-up  Area,Ready To Move,Begur Road,2,Dhalsh ,1160,2,2,44
Super built-up  Area,Ready To Move,JP Nagar,3,DSillto,1450,2,2,55
Super built-up  Area,Ready To Move,Suddaguntepalya,3,MSanaer,1450,3,2,55
Super built-up  Area,Ready To Move,Kanakpura Road,3,JRrnauv,1450,3,3,55
Super built-up  Area,18-Jun,Ramagondanahalli,2,ViistLa,1215,2,1,46.1
Super built-up  Area,18-Jun,Bannerghatta,2,,1120,2,1,42.5
Super built-up  Area,Ready To Move,Kundalahalli,2,Vangsld,1291,2,3,49
Super built-up  Area,Ready To Move,Gunjur,2,Akncyes,1080,2,2,41
Super built-up  Area,Ready To Move,Bellandur,2,,982,2,2,37.28
Super built-up  Area,Ready To Move,Yelahanka,2,BKideor,1185,2,2,45
Super built-up  Area,Ready To Move,Thanisandra,2,MenueNo,1185,2,2,45
Built-up  Area,Ready To Move,Uttarahalli,3,Sungspr,1580,3,1,60
Super built-up  Area,18-Dec,Sarjapur,2,Kinuerg,1145,2,0,43.49
Super built-up  Area,Ready To Move,Yelahanka,2,Pyikad ,1036,2,3,39.35
Super built-up  Area,Ready To Move,Yelahanka,3,Pyikad ,1282,2,2,48.7
Super built-up  Area,Ready To Move,Bellandur,2,,924,2,2,35.11
Super built-up  Area,Ready To Move,Bellandur,2,,924,2,2,35.11
Super built-up  Area,Ready To Move,Bellandur,2,,924,2,2,35.11
Super built-up  Area,17-Nov,Channasandra,2,Unm 2El,1009,2,1,38.34
Super built-up  Area,18-Dec,Horamavu Agara,2,,1079,2,2,41
Super built-up  Area,19-Apr,Sarjapur,3,CLdiaAr,1404,2,0,53.35
Super built-up  Area,Ready To Move,Yelahanka,2,Pyikad ,935,2,1,35.53
Super built-up  Area,Ready To Move,Yelahanka,2,Pyikad ,990,2,2,37.62
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,Shncyes,1000,2,1,38
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,Shncyes,1000,2,1,38
Built-up  Area,Ready To Move,Akshaya Nagar,2,,1000,2,1,38
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,,1035,2,1,39.33
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2,,1035,2,1,39.33
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,,1035,2,1,39.33
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,,1035,2,1,39.33
Super built-up  Area,17-Jul,Channasandra,2,Unm 2El,1065,2,1,40.47
Super built-up  Area,18-Aug,Hosakerehalli,2,Maunt M,1085,2,1,41.23
Super built-up  Area,Ready To Move,KR Puram,2,LVniaar,1140,2,1,43.32
Super built-up  Area,Ready To Move,Begur Road,2,Dhalsh ,1160,2,2,44.08
Super built-up  Area,Ready To Move,Yelenahalli,2,,1160,2,2,44.08
Super built-up  Area,Ready To Move,Yelenahalli,2,,1200,2,2,45.6
Super built-up  Area,Ready To Move,Begur Road,2,Dhalsh ,1200,2,2,45.6
Super built-up  Area,Ready To Move,KR Puram,2,LVniaar,1205,2,1,45.79
Super built-up  Area,Ready To Move,Yelahanka,2,Pyikad ,1210,2,1,45.98
Super built-up  Area,Ready To Move,KR Puram,2,LVniaar,1225,2,1,46.55
Super built-up  Area,Ready To Move,Yelenahalli,2,,1240,2,2,47.12
Super built-up  Area,Ready To Move,Yelenahalli,2,,1260,2,2,47.88
Super built-up  Area,Ready To Move,KR Puram,2,LVniaar,1290,2,1,49.02
Super built-up  Area,18-Aug,Hosakerehalli,3,Maunt M,1410,2,2,53.58
Super built-up  Area,Ready To Move,Begur Road,3,Dhalsh ,1410,2,3,53.58
Built-up  Area,Ready To Move,Babusapalaya,2,,1500,2,2,57
Super built-up  Area,Ready To Move,Yelenahalli,3,,1500,2,2,57
Super built-up  Area,18-Sep,Bannerghatta Road,3,DSnjh S,1655,2,2,62.89
Built-up  Area,Ready To Move,TC Palaya,3,,2000,3,1,76
Super built-up  Area,Ready To Move,5th Phase JP Nagar,7,,2500,8,3,95
Super built-up  Area,18-May,Banashankari,4,,2500,4,3,95
Built-up  Area,Ready To Move,Hosapalya,8,,2500,8,3,95
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,SrncyRe,1040,2,1,39.52
Super built-up  Area,Ready To Move,Yelahanka,3,Pyikad ,1756,3,2,66.73
Super built-up  Area,18-Oct,Bannerghatta Road,3,DSnjh S,1656,2,1,62.93
Super built-up  Area,18-Oct,Bannerghatta Road,3,DSnjh S,1556,2,1,59.13
Super built-up  Area,Ready To Move,Yelahanka,3,Pyikad ,1381,2,2,52.48
Super built-up  Area,18-Sep,Bannerghatta Road,2,DSnjh S,1246,2,2,47.35
Super built-up  Area,Ready To Move,Yelahanka,2,Pyikad ,1036,2,2,39.37
Super built-up  Area,Ready To Move,Bellandur,2,,981,2,2,37.28
Super built-up  Area,Ready To Move,Yelahanka,3,Pyikad ,1282,2,1,48.72
Super built-up  Area,Ready To Move,Yelahanka,3,Pyikad ,1282,2,1,48.72
Super built-up  Area,18-Oct,Bannerghatta Road,2,DSnjh S,1247,2,1,47.39
Super built-up  Area,Ready To Move,Yelahanka,3,Pyikad ,1484,2,2,56.4
Super built-up  Area,Ready To Move,Yelahanka,2,Pyikad ,1274,2,2,48.42
Super built-up  Area,Ready To Move,Yelahanka,3,Pyikad ,1355,2,2,51.5
Super built-up  Area,Ready To Move,Kasavanhalli,2,,1105,2,2,42
Super built-up  Area,Ready To Move,Thanisandra,2,SLityee,1039,2,2,39.5
Super built-up  Area,Ready To Move,Dodda Nekkundi,2,,1315,2,2,50
Super built-up  Area,Ready To Move,Bhuvaneshwari Nagar,2,NaaveEn,920,2,0,35
Super built-up  Area,18-Jun,Whitefield,2,SSdhimr,1235,2,2,47
Super built-up  Area,17-Apr,Electronic City,3,Sie 2is,1156,2,2,44
Super built-up  Area,Ready To Move,Tejaswini Nagar,3,Dhndsh ,1550,3,1,59
Super built-up  Area,Ready To Move,Bellandur,2,Grntsd ,1550,2,3,59
Super built-up  Area,Ready To Move,Bannerghatta Road,3,Leate O,1760,3,2,67
Super built-up  Area,Ready To Move,Electronic City,2,Itvir M,919,2,2,35
Super built-up  Area,Ready To Move,Pai Layout,2,,1050,2,2,40
Carpet  Area,Ready To Move,BCC Layout,2,Mae 1Ar,1050,2,3,40
Plot  Area,Ready To Move,Bagalakunte,2,,1050,2,0,40
Built-up  Area,Ready To Move,Ramesh Nagar,2,,4200,1,2,160
Super built-up  Area,Ready To Move,Thanisandra,3,MenueNo,1430,2,3,54.5
Super built-up  Area,Ready To Move,Sarjapur  Road,3,MJinele,1180,2,2,45
Built-up  Area,Ready To Move,Bisuvanahalli,3,Prityel,1180,2,1,45
Super built-up  Area,Ready To Move,Bisuvanahalli,3,Prityel,1075,2,1,41
Super built-up  Area,Ready To Move,BSM Extension,2,Raave E,865,2,2,33
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,3,,1310,2,3,50
Built-up  Area,Ready To Move,Harlur,2,SrEndPo,1310,2,1,50
Built-up  Area,Ready To Move,Electronic City,2,Saave R,1100,2,2,42
Super built-up  Area,Ready To Move,Thanisandra,2,MenueNo,1100,2,2,42
Built-up  Area,Ready To Move,Hebbal,2,,1100,2,2,42
Super built-up  Area,Ready To Move,Begur Road,3,Dhalsh ,1565,2,2,59.76
Super built-up  Area,Ready To Move,Electronic City,3,Pa II E,1440,2,2,55
Plot  Area,18-Jul,Whitefield,2,,1200,2,1,45.84
Plot  Area,18-Sep,Whitefield,2,,1200,2,1,45.84
Super built-up  Area,18-Nov,Whitefield,2,,1200,2,1,45.84
Super built-up  Area,18-Aug,CV Raman Nagar,2,,1230,3,2,47
Super built-up  Area,Ready To Move,Magadi Road,3,Bilya A,1282,2,2,49
Super built-up  Area,Ready To Move,Geddalahalli,2,,850,2,1,32.5
Super built-up  Area,Ready To Move,KR Puram,2,,1020,2,2,39
Super built-up  Area,18-Mar,Bommasandra Industrial Area,2,,1020,2,1,39
Plot  Area,Ready To Move,Attibele,3,,1700,3,1,65
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3,,1464,3,3,56
Super built-up  Area,Ready To Move,Haralur Road,3,NRowse ,1464,3,2,56
Super built-up  Area,Ready To Move,Haralur Road,3,NRowse ,1464,3,2,56
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3,,1464,3,2,56
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3,,1464,3,2,56
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,2,,1464,2,2,56
Super built-up  Area,Ready To Move,Haralur Road,3,NRowse ,1464,3,2,56
Super built-up  Area,Ready To Move,Hosur Road,3,,1464,3,2,56
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,3,,1464,3,2,56
Super built-up  Area,Ready To Move,Singasandra,3,,1464,3,2,56
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,3,,1464,3,2,56
Super built-up  Area,Ready To Move,Haralur Road,3,NRowse ,1464,3,2,56
Super built-up  Area,Ready To Move,Kudlu Gate,2,,1464,3,3,56
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,3,,1464,3,2,56
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3,,1464,3,2,56
Super built-up  Area,Ready To Move,Haralur Road,3,NRowse ,1464,3,3,56
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,3,,1464,3,2,56
Super built-up  Area,Ready To Move,Haralur Road,2,NRowse ,1464,2,2,56
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,2,,1464,2,2,56
Super built-up  Area,Ready To Move,HOSUR RMAIN ROAD,3,,1464,3,2,56
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3,,1464,3,2,56
Super built-up  Area,Ready To Move,Haralur Road,3,NRowse ,1464,3,2,56
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3,,1464,3,2,56
Super built-up  Area,Ready To Move,Haralur Road,2,NRowse ,1464,2,2,56
Super built-up  Area,Ready To Move,Singasandra,3,,1464,3,2,56
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,2,,1464,2,2,56
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3,,1464,3,2,56
Super built-up  Area,18-May,Malleshpalya,2,,1225,2,2,46.86
Super built-up  Area,Ready To Move,Bommanahalli,2,Alarke ,1307,2,1,50
Built-up  Area,Ready To Move,Whitefield,3,,1150,2,3,44
Built-up  Area,Ready To Move,Sarjapur  Road,2,Shthi S,1150,2,0,44
Super built-up  Area,Ready To Move,Shree Ananth Nagar Layout,3,PrinePr,1176,2,1,45
Super built-up  Area,18-Apr,Roopena Agrahara,3,,1215,2,2,46.5
Built-up  Area,Ready To Move,Electronic City,3,Suashen,1620,3,2,62
Super built-up  Area,Ready To Move,Akshaya Vana,3,Rainet ,1280,2,2,49
Super built-up  Area,Ready To Move,Anekal,2,,888,2,1,34
Super built-up  Area,Ready To Move,Kanakpura Road,3,JRrnauv,1452,3,3,55.6
Built-up  Area,Ready To Move,Hulimavu,2,VisicCl,1175,2,,45
Super built-up  Area,Ready To Move,Tejaswini Nagar,3,Dhndsh ,1410,2,1,54
Super built-up  Area,Ready To Move,Tejaswini Nagar,3,Dhndsh ,1410,2,1,54
Built-up  Area,Ready To Move,Kengeri,3,,1436,2,2,55
Super built-up  Area,Ready To Move,Veerannapalya,3,,1488,3,,57
Super built-up  Area,Ready To Move,Haralur Road,2,,1200,2,2,46
Super built-up  Area,18-Nov,Ramamurthy Nagar,2,Vaharvi,1200,2,1,46
Built-up  Area,Ready To Move,Sahakara Nagar,2,VincyRe,1200,2,0,46
Super built-up  Area,Ready To Move,Malleshpalya,2,,1200,2,2,46
Super built-up  Area,Ready To Move,Thanisandra,2,,1200,2,2,46
Super built-up  Area,Ready To Move,Haralur Road,2,RInceeg,1200,2,2,46
Super built-up  Area,Ready To Move,Bommasandra,3,Vaodspe,1200,3,2,46
Super built-up  Area,Ready To Move,Yelahanka,2,Ulure S,1065,2,1,40.84
Built-up  Area,Ready To Move,Yelenahalli,3,,1600,3,3,61.37
Super built-up  Area,18-May,GM Palaya,2,,1225,2,2,47
Super built-up  Area,Ready To Move,Doctors Layout,2,,1225,2,1,47
Super built-up  Area,18-Aug,Vibhutipura Extension,2,,1225,2,2,47
Super built-up  Area,18-Aug,Udaya Nagar,2,,1225,2,2,47
Built-up  Area,Ready To Move,Singasandra,4,,3126,4,,120
Super built-up  Area,Ready To Move,Electronic City,2,Daives ,1094,2,2,42
Super built-up  Area,Ready To Move,Sonnenahalli,2,,1120,2,2,43
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2,Cimeshw,1185,2,1,45.5
Built-up  Area,Ready To Move,Bannerghatta Road,2,Saavenc,1250,2,0,48
Super built-up  Area,Ready To Move,Kengeri,3,,1250,3,3,48
Built-up  Area,Ready To Move,Whitefield,3,Paony H,1770,4,1,68
Super built-up  Area,Ready To Move,Akshayanagara East,2,Prncyay,1145,2,2,44
Plot  Area,18-Dec,Whitefield,2,,1200,2,2,46.13
Plot  Area,18-Aug,Whitefield,2,,1200,2,1,46.13
Plot  Area,18-Jul,Whitefield,2,,1200,2,1,46.13
Plot  Area,18-Apr,Channasandra,2,,1200,2,1,46.13
Plot  Area,18-Sep,Whitefield,2,,1200,2,1,46.13
Plot  Area,18-Jul,Prasanth Extension,2,,1200,3,1,46.14
Super built-up  Area,Ready To Move,Electronic City,2,SNncypa,975,2,2,37.5
Super built-up  Area,Ready To Move,Hoskote,2,VRrtsa ,1170,2,3,45
Built-up  Area,Ready To Move,Dasarahalli,2,,1300,2,2,50
Super built-up  Area,Ready To Move,Battarahalli,2,Sancy L,1300,2,1,50
Super built-up  Area,Ready To Move,Kadugodi,3,SRldsnt,1430,2,0,55
Built-up  Area,Ready To Move,Hennur Road,2,DSeldpr,1297,2,1,49.9
Built-up  Area,Ready To Move,Yelenahalli,2,,1200,2,,46.17
Built-up  Area,Ready To Move,Yelenahalli,2,,1200,2,2,46.17
Super built-up  Area,Ready To Move,Byrasandra,3,ViisePa,1455,2,2,56
Super built-up  Area,Ready To Move,Hormavu,2,,965,2,2,37.15
Super built-up  Area,Ready To Move,Sarjapur  Road,2,Maager ,1000,2,1,38.5
Carpet  Area,Ready To Move,CV Raman Nagar,2,Mancyes,1000,2,1,38.5
Super built-up  Area,18-Jul,7th Phase JP Nagar,3,,2000,3,2,77
Super built-up  Area,Ready To Move,Hormavu,2,,1015,2,1,39.08
Super built-up  Area,18-May,Doctors Layout,3,,1215,2,2,46.8
Super built-up  Area,Ready To Move,Haralur Road,2,RInceeg,1194,2,2,46
Super built-up  Area,Ready To Move,Haralur Road,2,,1194,2,2,46
Super built-up  Area,Ready To Move,Haralur Road,2,,1194,2,2,46
Super built-up  Area,Ready To Move,Parappana Agrahara,2,,1194,2,2,46
Super built-up  Area,Ready To Move,Haralur Road,2,,1194,2,2,46
Super built-up  Area,Ready To Move,Haralur Road,2,,1194,2,2,46
Super built-up  Area,Ready To Move,Haralur Road,2,,1194,2,2,46
Super built-up  Area,Ready To Move,Parappana Agrahara,2,Peide L,1194,2,2,46
Super built-up  Area,Ready To Move,Parappana Agrahara,2,Peide L,1194,2,2,46
Super built-up  Area,Ready To Move,Parappana Agrahara,2,Peide L,1194,2,2,46
Super built-up  Area,Ready To Move,Parappana Agrahara,2,Peide L,1194,2,2,46
Super built-up  Area,Ready To Move,Haralur Road,2,,1194,2,2,46
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,SGandea,1090,2,1,42
Built-up  Area,Ready To Move,Ananth Nagar,2,Patri M,960,2,3,37
Super built-up  Area,Ready To Move,Sarjapur  Road,2,,1115,2,2,43
Super built-up  Area,Ready To Move,Hebbal,2,Jancyes,1244,3,,48
Built-up  Area,Ready To Move,Bisuvanahalli,3,Prityel,1075,2,1,41.49
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1140,2,2,44
Super built-up  Area,Ready To Move,Suddaguntepalya,3,MSanaer,1425,3,2,55
Super built-up  Area,Ready To Move,Babusapalaya,2,,1450,2,1,55.99
Super built-up  Area,Ready To Move,Kanakpura Road,3,JRrnauv,1450,3,3,56
Super built-up  Area,Ready To Move,Nobo Nagar,3,Elacet ,1424,2,3,55
Super built-up  Area,Ready To Move,Kenchenahalli,2,AriosPa,1165,2,2,45
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,MaaveDu,1165,2,1,45
Super built-up  Area,18-Jun,Madiwala,2,,1165,2,2,45
Super built-up  Area,Ready To Move,Geddalahalli,2,,893,2,2,34.5
Built-up  Area,Ready To Move,KR Puram,2,SViseun,1035,2,2,40
Super built-up  Area,Ready To Move,Pai Layout,3,Saood S,1500,2,2,58
Built-up  Area,Ready To Move,Banjara Layout,4,,3750,5,3,145
Super built-up  Area,Ready To Move,Mallasandra,2,Shbhi S,905,2,1,35
Super built-up  Area,Ready To Move,Bommasandra,2,Niara S,1034,2,3,40
Super built-up  Area,Ready To Move,Akshaya Nagar,3,Javasi ,1551,2,2,60
Super built-up  Area,18-Jun,Bommasandra Industrial Area,3,,1365,3,1,52.81
Super built-up  Area,18-Jun,Bommasandra,3,SSestth,1365,3,1,52.81
Super built-up  Area,18-May,Bommasandra,3,SSestth,1365,3,1,52.82
Super built-up  Area,Ready To Move,Hormavu,3,,1550,2,2,60
Built-up  Area,Ready To Move,Doddakammanahalli,3,SrarkSk,1550,2,1,60
Built-up  Area,Ready To Move,Begur Road,2,Dhalsh ,1100,2,2,42.6
Built-up  Area,Ready To Move,Kengeri Satellite Town,2,MMowsik,1110,2,1,43
Super built-up  Area,Ready To Move,Kanakpura Road,2,Shine S,1110,2,2,43
Super built-up  Area,Ready To Move,Rachenahalli,2,,1200,2,2,46.5
Built-up  Area,18-Feb,Escorts Colony,5,,2400,5,2,93
Super built-up  Area,Ready To Move,Electronics City Phase 1,3,,1445,2,1,56
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,3,,1393,3,2,54
Super built-up  Area,Ready To Move,Bannerghatta Road,2,,1160,2,2,45
Built-up  Area,Ready To Move,Uttarahalli,2,Sencys ,1160,2,2,45
Super built-up  Area,18-Aug,LB Shastri Nagar,2,,1250,2,2,48.5
Built-up  Area,Ready To Move,HAL Layout,3,,1675,3,2,65
Super built-up  Area,Ready To Move,Kengeri Hobli,3,,1082,2,0,42
Built-up  Area,Ready To Move,Chokkasandra,2,Siise R,850,2,1,33
Super built-up  Area,Ready To Move,Ramanashree Enclave,2,Sumesa ,1275,2,2,49.5
Super built-up  Area,18-May,Bommasandra,3,SSestth,1295,2,1,50.28
Built-up  Area,Ready To Move,Chikka Tirupathi,4,Theanmp,2704,5,0,105
Super built-up  Area,Ready To Move,Chandapura,3,,1107,2,1,43
Super built-up  Area,Ready To Move,Yelahanka,2,Ulure S,1065,2,1,41.38
Built-up  Area,Ready To Move,Whitefield,2,Sancya ,1225,2,2,47.6
Super built-up  Area,Ready To Move,Murugeshpalya,3,,1930,3,3,75
Super built-up  Area,Ready To Move,Pragathi Nagar,2,Metrais,1280,2,1,49.75
Super built-up  Area,Ready To Move,Sonnenahalli,3,DSgam S,1415,2,1,55
Super built-up  Area,Ready To Move,Doddathoguru,3,Prora F,1595,3,3,62
Super built-up  Area,Ready To Move,Uttarahalli,2,Gaent R,900,2,2,35
Built-up  Area,Ready To Move,Canara Bank Colony,2,Apvas N,900,2,3,35
Super built-up  Area,Ready To Move,Chandapura,2,,900,2,3,35
Super built-up  Area,Ready To Move,Kodichikkanahalli,2,,900,2,1,35
Super built-up  Area,Ready To Move,Akshaya Vana,3,Rainet ,1260,2,1,49
Super built-up  Area,18-Feb,Whitefield,3,,1800,2,2,70
Super built-up  Area,Ready To Move,Gunjur,3,Paestol,1800,3,1,70
Plot  Area,Ready To Move,Laggere,5,,1800,5,0,70
Super built-up  Area,18-Feb,Whitefield,3,,1800,2,2,70
Super built-up  Area,Ready To Move,Green Garden Layout,3,Mas 2 H,1800,3,2,70
Super built-up  Area,Ready To Move,Gollahalli,2,MJlese ,1170,2,1,45.51
Super built-up  Area,20-Dec,Varthur,2,Myple M,1045,2,1,40.65
Super built-up  Area,Ready To Move,Kanakpura Road,3,JRrnauv,1452,3,3,56.5
Super built-up  Area,Ready To Move,Hormavu,2,,1141,2,1,44.4
Built-up  Area,Ready To Move,Horamavu Agara,2,Maows M,1106,2,1,43.09
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,GrrvaGr,1540,3,3,60
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,GrrvaGr,1540,3,3,60
Built-up  Area,Ready To Move,Horamavu Agara,2,,980,2,1,38.19
Super built-up  Area,18-Aug,Channasandra,3,,1330,2,2,51.83
Built-up  Area,Ready To Move,HSR Layout,3,B ncysi,1360,2,1,53
Super built-up  Area,Ready To Move,Hormavu,2,,1129,2,1,44
Super built-up  Area,Ready To Move,Bisuvanahalli,3,Prityel,1180,2,1,46
Built-up  Area,Ready To Move,Glass Factory Layout,3,VMlet C,1539,3,2,60
Super built-up  Area,Ready To Move,Hennur,2,Adity T,1231,2,2,48
Super built-up  Area,Ready To Move,Alfa Garden Layout,2,,1190,2,2,46.41
Super built-up  Area,Ready To Move,Begur Road,2,Dhalsh ,1200,2,2,46.8
Super built-up  Area,Ready To Move,Begur Road,3,Dhalsh ,1410,2,3,54.99
Super built-up  Area,Ready To Move,Shikaripalya,2,ALtonea,1121,2,1,43.72
Super built-up  Area,Ready To Move,Hennur,2,MDncyhi,1041,2,2,40.6
Super built-up  Area,18-Dec,Seegehalli,2,,901,2,1,35.14
Super built-up  Area,Ready To Move,Shikaripalya,3,ALtonea,1532,3,2,59.75
Super built-up  Area,Ready To Move,Shikaripalya,3,ALtonea,1442,3,2,56.24
Super built-up  Area,Ready To Move,Sarjapur  Road,3,MJinele,1173,2,2,45.75
Super built-up  Area,Ready To Move,Volagerekallahalli,2,PSterAs,1205,2,1,47
